time(ms);FP(%);FRT(°C);FRP.OBDII(kPa);IAT.OBDII(°C);MAF.OBDII(g/s);MAP.OBDII(kPa);RPM(1/min);TORQUE(Nm);VBCV(%)
22947;33.98;44;39510.0;21;45.97;112.0;3242;0.0;47.69
22997;34.00;44;39510.0;21;45.90;112.0;3240;0.0;47.67
23047;34.01;44;39490.0;21;45.82;112.0;3237;0.0;47.67
23100;34.02;44;39460.0;21;45.75;112.0;3235;0.0;47.66
23148;34.04;44;39440.0;21;45.73;112.0;3233;0.0;47.65
23198;34.05;43;39410.0;21;45.72;112.0;3231;0.0;47.63
23246;34.06;43;39390.0;21;45.70;112.0;3229;0.0;47.63
23299;34.08;43;39360.0;21;45.69;112.0;3226;0.0;47.62
23349;34.09;43;39340.0;21;45.67;112.0;3224;0.0;47.59
23399;34.06;43;39310.0;21;45.66;112.0;3221;0.0;47.57
23447;34.04;43;39290.0;21;45.64;112.0;3219;0.0;47.54
23498;34.01;43;39310.0;21;45.63;112.0;3216;0.0;47.52
23549;33.98;43;39340.0;21;45.61;112.0;3214;0.0;47.49
23597;33.95;43;39360.0;21;45.58;112.0;3212;0.0;47.47
23647;33.93;43;39390.0;21;45.54;112.0;3209;0.0;47.44
23699;33.90;43;39410.0;21;45.51;112.0;3207;0.0;47.42
23750;33.87;43;39440.0;21;45.47;112.0;3204;0.0;47.39
23797;33.84;43;39460.0;21;45.44;112.0;3202;0.0;47.38
23845;33.85;43;39490.0;21;45.40;111.0;3199;0.0;47.38
23897;33.86;43;39510.0;21;45.37;111.0;3197;0.0;47.37
23948;33.86;43;39530.0;21;45.33;111.0;3194;0.0;47.36
23995;33.87;43;39560.0;21;45.30;111.0;3192;0.0;47.36
24050;33.87;43;39580.0;21;45.24;111.0;3190;0.0;47.35
24097;33.88;43;39610.0;21;45.18;111.0;3187;0.0;47.34
24147;33.88;43;39630.0;21;45.12;111.0;3185;0.0;47.34
24200;33.89;43;39660.0;21;45.06;111.0;3182;0.0;47.33
24247;33.89;43;39680.0;21;45.01;111.0;3180;0.0;47.29
24298;33.90;43;39710.0;21;44.95;111.0;3177;0.0;47.25
24350;33.91;43;39730.0;21;44.89;111.0;3175;0.0;47.21
24397;33.91;43;39710.0;21;44.83;111.0;3172;0.0;47.17
24447;33.92;43;39680.0;21;44.77;111.0;3170;0.0;47.13
24496;33.93;43;39660.0;21;44.69;111.0;3168;0.0;47.09
24549;33.93;43;39630.0;21;44.62;111.0;3165;0.0;47.05
24597;33.94;43;39610.0;21;44.54;111.0;3159;0.0;47.01
24648;33.94;43;39580.0;21;44.46;111.0;3152;0.0;46.97
24697;33.95;43;39560.0;21;44.39;111.0;3146;0.0;46.92
24747;33.96;43;39530.0;21;44.31;111.0;3139;0.0;46.88
24797;33.97;43;39510.0;21;44.23;111.0;3133;0.0;46.83
24849;33.98;43;39490.0;21;44.16;111.0;3126;0.0;46.78
24896;33.99;43;39460.0;21;44.08;111.0;3120;0.0;46.73
24950;33.99;43;39440.0;21;43.96;111.0;3114;0.0;46.69
24997;34.00;43;39410.0;21;43.84;111.0;3107;0.0;46.64
25047;34.01;43;39390.0;21;43.72;111.0;3102;0.0;46.60
25099;34.02;43;39360.0;21;43.60;110.0;3097;0.0;46.55
25147;34.03;43;39340.0;21;43.48;110.0;3092;0.0;46.51
25196;34.03;43;39310.0;21;43.36;110.0;3087;0.0;46.47
25247;34.03;43;39290.0;21;43.24;110.0;3082;0.0;46.43
25298;34.03;43;39310.0;21;43.12;109.0;3077;0.0;46.39
25346;34.03;43;39340.0;21;43.00;109.0;3072;0.0;46.34
25399;34.03;43;39360.0;21;42.85;109.0;3067;0.0;46.30
25447;34.03;43;39390.0;21;42.70;109.0;3062;0.0;46.26
25500;34.03;43;39410.0;21;42.55;109.0;3054;0.0;46.22
25547;34.03;43;39440.0;21;42.40;109.0;3045;0.0;46.18
25599;34.03;43;39460.0;21;42.26;109.0;3036;0.0;46.13
25646;34.04;43;39490.0;21;42.11;109.0;3028;0.0;46.09
25699;34.05;43;39510.0;21;41.96;109.0;3019;0.0;46.04
25747;34.06;43;39560.0;21;41.81;109.0;3011;0.0;46.00
25799;34.07;43;39610.0;21;41.66;109.0;3002;0.0;45.96
25847;34.07;43;39650.0;21;41.54;109.0;2994;0.0;45.91
25897;34.08;42;39700.0;21;41.42;109.0;2985;0.0;45.86
25946;34.09;42;39750.0;21;41.30;109.0;2978;0.0;45.82
25999;34.10;42;39800.0;21;41.18;108.0;2970;0.0;45.78
26046;34.11;42;39840.0;21;41.06;108.0;2962;0.0;45.76
26098;34.11;42;39890.0;21;40.94;108.0;2955;0.0;45.73
26147;34.10;42;39940.0;21;40.82;108.0;2947;0.0;45.71
26196;34.10;42;39990.0;21;40.70;107.0;2940;0.0;45.69
26248;34.09;42;40040.0;21;40.58;107.0;2932;0.0;45.67
26298;34.09;42;40090.0;21;40.46;107.0;2925;0.0;45.65
26347;34.08;42;40140.0;21;40.34;107.0;2917;0.0;45.62
26398;34.08;42;40180.0;21;40.23;107.0;2910;0.0;45.60
26446;34.07;42;40230.0;21;40.11;107.0;2903;0.0;45.58
26496;34.07;42;40280.0;21;39.99;107.0;2896;0.0;45.57
26549;34.06;42;40330.0;21;39.87;107.0;2890;0.0;45.56
26599;34.05;42;40380.0;21;39.76;107.0;2883;0.0;45.56
26647;34.03;42;40430.0;21;39.64;107.0;2876;0.0;45.55
26696;34.02;42;40480.0;21;39.52;107.0;2869;0.0;45.54
26748;34.01;42;40520.0;21;39.39;107.0;2862;0.0;45.53
26797;34.00;42;40570.0;21;39.27;107.0;2855;0.0;45.53
26848;33.99;42;40620.0;21;39.14;107.0;2849;0.0;45.52
26898;33.98;42;40670.0;21;39.01;106.0;2842;0.0;45.51
26946;33.96;42;40710.0;21;38.89;106.0;2836;0.0;45.47
26996;33.96;42;40760.0;21;38.76;106.0;2829;0.0;45.44
27047;33.97;42;40810.0;21;38.63;106.0;2823;0.0;45.40
27097;33.97;42;40880.0;21;38.51;105.0;2816;0.0;45.37
27147;33.97;42;40960.0;21;38.38;105.0;2810;0.0;45.33
27198;33.97;42;41030.0;21;38.29;105.0;2804;0.0;45.30
27248;33.97;42;41100.0;21;38.20;105.0;2797;0.0;45.26
27296;33.97;42;41180.0;21;38.11;105.0;2791;0.0;45.23
27347;33.97;42;41250.0;21;38.02;105.0;2784;0.0;45.19
27399;33.97;42;41320.0;21;37.94;105.0;2778;0.0;45.18
27448;33.96;42;41400.0;21;37.85;106.0;2771;0.0;45.15
27496;33.96;42;41470.0;21;37.76;106.0;2765;0.0;45.14
27546;33.95;42;41490.0;21;37.67;106.0;2758;0.0;45.11
27596;33.94;42;41520.0;21;37.58;106.0;2752;0.0;45.10
27648;33.93;42;41540.0;21;37.51;106.0;2746;0.0;45.07
27698;33.93;41;41560.0;21;37.43;106.0;2739;0.0;45.06
27748;33.92;41;41590.0;21;37.36;106.0;2733;0.0;45.03
27795;33.91;41;41610.0;21;37.28;106.0;2728;0.0;45.02
27846;33.90;41;41630.0;21;37.21;106.0;2722;0.0;45.01
27897;33.90;41;41660.0;21;37.13;105.0;2716;0.0;45.00
27946;33.89;41;41680.0;21;37.06;105.0;2711;0.0;45.00
27998;33.89;41;41700.0;21;36.98;105.0;2705;0.0;44.99
28045;33.88;41;41730.0;21;36.91;105.0;2699;0.0;44.98
28098;33.87;41;41750.0;21;36.80;105.0;2694;0.0;44.97
28148;33.87;41;41780.0;21;36.69;105.0;2688;0.0;44.96
28196;33.87;41;41800.0;21;36.58;105.0;2682;0.0;44.96
28245;33.86;41;41830.0;21;36.47;105.0;2676;0.0;44.95
28298;33.85;41;41850.0;21;36.35;105.0;2670;0.0;44.92
28345;33.88;41;41880.0;21;36.24;105.0;2664;0.0;44.90
28395;33.90;41;41900.0;21;36.13;105.0;2658;0.0;44.88
28448;33.93;41;41900.0;21;36.02;105.0;2652;0.0;44.85
28498;33.95;41;41900.0;21;35.91;105.0;2646;0.0;44.83
28547;33.97;41;41900.0;21;35.81;105.0;2640;0.0;44.81
28595;34.00;40;41900.0;21;35.72;105.0;2634;0.0;44.78
28646;34.02;40;41900.0;21;35.62;105.0;2630;0.0;44.76
28697;34.05;40;41900.0;21;35.53;105.0;2626;0.0;44.73
28749;34.07;40;41900.0;21;35.43;105.0;2622;0.0;44.75
28795;34.06;40;41900.0;21;35.34;104.0;2619;0.0;44.78
28846;34.05;40;41900.0;21;35.24;104.0;2615;0.0;44.80
28897;34.04;40;41880.0;21;35.15;104.0;2611;0.0;44.82
28948;34.03;40;41850.0;21;35.05;104.0;2607;0.0;44.85
28996;34.01;40;41830.0;21;35.00;104.0;2603;0.0;44.87
29047;34.01;40;41800.0;21;34.95;104.0;2599;0.0;44.89
29098;33.99;40;41780.0;21;34.90;104.0;2593;0.0;44.92
29146;33.98;40;41750.0;21;34.85;104.0;2588;0.0;44.94
29200;33.97;40;41730.0;21;34.81;104.0;2582;0.0;44.99
29246;33.98;40;41700.0;21;34.76;104.0;2576;0.0;45.04
29296;33.98;40;41680.0;21;34.71;104.0;2571;0.0;45.10
29348;33.99;40;41680.0;21;34.66;104.0;2565;0.0;45.15
29396;33.99;40;41680.0;21;34.61;104.0;2559;0.0;45.20
29449;34.00;40;41680.0;21;34.55;104.0;2554;0.0;45.25
29498;34.01;40;41680.0;21;34.49;104.0;2548;0.0;45.31
29549;34.01;40;41680.0;21;34.43;104.0;2544;0.0;45.36
29595;34.01;40;41680.0;21;34.37;104.0;2539;0.0;45.41
29645;34.02;40;41680.0;21;34.32;104.0;2534;0.0;45.44
29697;34.02;40;41680.0;21;34.26;104.0;2530;0.0;45.46
29749;34.03;40;41680.0;21;34.20;104.0;2525;0.0;45.49
29798;34.03;40;41680.0;21;34.14;104.0;2521;0.0;45.52
29847;34.03;40;41680.0;21;34.08;104.0;2516;0.0;45.54
29897;34.04;40;41680.0;21;34.03;104.0;2512;0.0;45.57
29947;34.04;40;41680.0;21;33.98;104.0;2507;0.0;45.60
29999;34.05;40;41680.0;21;33.92;104.0;2503;0.0;45.62
30047;34.05;40;41680.0;21;33.87;104.0;2500;0.0;45.65
30095;34.05;40;41680.0;21;33.82;104.0;2496;0.0;45.71
30147;34.04;40;41680.0;21;33.77;103.0;2492;0.0;45.77
30195;34.02;40;41680.0;21;33.71;103.0;2489;0.0;45.83
30245;34.01;40;41700.0;21;33.66;103.0;2485;0.0;45.88
30296;34.00;40;41730.0;21;33.61;103.0;2481;0.0;45.94
30346;33.98;40;41750.0;21;33.57;103.0;2478;0.0;46.00
30398;33.97;40;41780.0;21;33.52;103.0;2474;0.0;46.06
30447;33.96;40;41800.0;21;33.48;103.0;2469;0.0;46.12
30498;33.94;40;41830.0;21;33.44;103.0;2463;0.0;46.18
30547;33.93;40;41850.0;21;33.39;103.0;2457;0.0;46.22
30597;33.93;40;41880.0;21;33.35;103.0;2452;0.0;46.27
30647;33.93;40;41900.0;21;33.31;103.0;2446;0.0;46.31
30696;33.93;40;41900.0;21;33.26;103.0;2441;0.0;46.35
30748;33.93;40;41900.0;21;33.22;103.0;2435;0.0;46.40
30796;33.93;40;41900.0;21;33.18;103.0;2430;0.0;46.44
30847;33.93;40;41900.0;21;33.13;103.0;2424;0.0;46.48
30897;33.93;40;41900.0;21;33.09;103.0;2420;0.0;46.53
30946;33.93;40;41900.0;21;33.05;103.0;2415;0.0;46.57
30998;33.93;40;41900.0;21;33.00;103.0;2410;0.0;46.55
31048;33.94;40;41900.0;21;32.96;103.0;2406;0.0;46.52
31097;33.94;40;41900.0;21;32.92;103.0;2401;0.0;46.50
31146;33.95;40;41880.0;21;32.87;103.0;2397;0.0;46.47
31196;33.95;40;41850.0;21;32.83;103.0;2392;0.0;46.45
31246;33.96;40;41830.0;21;32.83;103.0;2388;0.0;46.42
31297;33.97;40;41800.0;21;32.83;103.0;2383;0.0;46.40
31347;33.97;40;41780.0;21;32.83;103.0;2383;0.0;46.37
31398;33.98;40;41750.0;21;32.83;103.0;2383;0.0;46.35
31446;33.98;40;41730.0;21;32.83;103.0;2383;0.0;46.35
31498;33.98;40;41700.0;21;32.83;103.0;2383;0.0;46.35
31547;33.98;40;41680.0;21;32.83;103.0;2383;0.0;46.35
